ID,code,type,formal_name,name,gender,birthday,birthday_now,product_ids,customer_id,private_code,private_date,private_place,phones,emails,address,search_contact_info,address_show,trade_id,job_tax,job_date,desc,user_id,date_created,created_by_id,represent_name,represent_position,business,bank_detail,debt,last_comments,num_file
144,NCC0143,0,,Ngô Hoàng Nam,,,,,,,,,,,,,,,,,,2,2024-10-24 10:54:08,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",2500000,,0
145,NCC0144,1,,Công ty cổ phần thương mại Nguyễn Kim,,,,1163,,,,,18006800,NKare@nguyenkim.com,,,,,,,,2,2024-11-04 14:30:15,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",2450000,,0
146,NCC0145,1,,Cửa hàng Trang Trí Nội Thất Yến Bình Minh,,,,,,,,,,,,,,,,,,2,2024-11-04 16:02:50,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",23000000,,0
147,NCC0146,1,,Công Ty TNHH MTV TM DV Difachi,,,,"886,953,954,880,881,952",,,,,,,,,,,,,,2,2024-11-04 16:47:01,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",158854255.19,,0
148,NCC0147,1,,Công ty TNHH TM In Ấn Việt,,,,"873,872",,,,,,,,,,,,,,2,2024-11-06 15:47:30,2,,,,"[{""bank_number"":""060083307008"",""bank_title"":""39""}]",,,0
149,NCC0148,1,,CÔNG TY TNHH SONG NAM MỘC,,,,,,,,,0906751314,aquazone.officialstore@gmail.com,,,,,,,,2,2024-11-09 11:04:02,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",3603999.55,,0
150,NCC0149,1,,CÔNG TY TNHH VND DECOR,,,,,,,,,0977755502,,,,,,,,,2,2024-11-09 11:22:10,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",4226200,,0
151,NCC0150,1,,CÔNG TY TNHH SẢN XUẤT CƠ KHÍ XÂY DỰNG AN PHÚ,,,,,,,,,0913805577,,,,,,0310578866,,,2,2024-11-11 10:25:14,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",376931199.4,,0
152,NCC0151,1,,CÔNG TY TNHH THIẾT BỊ TRƯỜNG QUAY EDUTV VIỆT NAM,,,,,,,,,0862606361,hllightingvn@gmail.com,,,,,0106667650,,,2,2024-11-11 10:27:07,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",11646600,,0
153,NCC0152,0,,Lazada,,,,,,,,,,,,,,,,,,2,2024-11-13 10:30:00,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
154,NCC0153,1,,CÔNG TY CỔ PHẦN SẢN XUẤT - THƯƠNG MẠI - NHỰA HIỆP THÀNH,,,,,,,,,0389081595,,,,,,0301343138,,,2,2024-11-13 10:56:04,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",44280040.95,,0
155,NCC0154,0,,Xưởng Nguyên Phát,,,,,,,,,0919979444,,,,,,,,,2,2024-11-15 10:21:23,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",20595000,,0
158,NCC0155,1,,CÔNG TY TNHH MTV THƯƠNG MẠI KẾT NỐI TIÊU DÙNG,,,,,,,,,0933075786,ketnoitieudung@gmail.com,,,,,0311904294,,,2,2024-11-18 11:46:24,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",19027200,,0
161,NCC0156,0,,Y Tế Gia Đình,,,,,,,,,0559677530,,,,,,,,,38,2024-11-27 15:22:06,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",10710000,,0
164,NCC0157,1,,Công ty TNHH Thương Mại Dịch Vụ Nước Uống Lê Trần,,,,,,,,,,,,,,,,,,2,2024-11-29 10:27:13,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",60354999.32999999,,0
166,NCC0158,1,,CÔNG TY TNHH ĐIỆN LẠNH CPL,,,,,,,,,0903699509,,,,,,0317269747,,,38,2024-12-02 10:47:42,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",4462600.01,,0
169,NCC0159,0,,Tiktok,,,,,,,,,,,,,,,,,,38,2024-12-02 14:43:12,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",9368759.9,,0
172,NCC0160,1,,CÔNG TY TNHH INOX ÁNH SAO,,,,,,,,,0908789558,,,,,,0313859720,,,38,2024-12-04 15:33:12,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",210848000,,0
175,NCC0161,1,,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ HIMARKET,,,,,,,,,0888571179,,,,,,0314608832,,,38,2024-12-05 14:18:10,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
178,NCC0162,1,,CÔNG TY CỔ PHẦN THẾ GIỚI THIẾT BỊ CÔNG NGHIỆP MINH TRIẾT,,,,,,,,,0938880628,,,,,,0315311351,,,38,2024-12-12 13:46:37,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",1538000,,0
181,NCC0163,1,,CÔNG TY TNHH NỘI THẤT ĐẠI NGÂN,,,,,,,,,0963721931,,,,,,0318079481,,,38,2024-12-13 15:39:34,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",33846000,,0
184,NCC0164,1,,CÔNG TY CỔ PHẦN KITAWA,,,,,,,,,0943999539,,,,,,0314444870,,,38,2024-12-14 11:41:56,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
187,NCC0165,1,,CÔNG TY CỔ PHẦN BKACO TRADING,,,,,,,,,,,,,,,0317371677,,,38,2024-12-14 12:06:37,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",3608000,,0
190,NCC0166,1,,Công ty Cổ Phần Thực Mỹ Phẩm Organicherbs,,,,,,,,,,,,,,,,,,2,2024-12-16 15:14:09,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",304853230,,0
193,NCC0167,1,,CÔNG TY TNHH AN AN DECOR,,,,,,,,,0826227227,,,,,,0318286696,,,38,2024-12-18 11:17:08,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",12522800,,0
196,NCC0168,1,,CÔNG TY TNHH THƯƠNG MẠI SẢN XUẤT ĐIỆN TỬ EDISUN,,,,,,,,,0898151516,,,,,,0311893740,,,38,2024-12-18 14:25:19,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",2891000,,0
199,NCC0169,1,,Công ty TNHH Việt Đông Phong,,,,,,,,,,,,,,,,,,2,2024-12-18 14:31:43,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",3510000,,0
202,NCC0170,1,,Công ty Cổ Phần Bao Bì Giấy Tuấn Tú,,,,,,,,,,,,,,,,,,2,2024-12-18 14:32:31,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",26176608,,0
205,NCC0171,1,,Công ty TNHH Công Nghệ Môi Trường VN-ECO,,,,,,,,,,,,,,,,,,2,2024-12-18 14:48:16,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",13500000.25,,0
208,NCC0172,0,,Namy Shop,,,,,,,,,,,,,,,,,,2,2024-12-18 17:05:35,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",6660000,,0
211,NCC0173,1,,Công ty TNHH Sản Xuất XNK Đại Dương,,,,,,,,,,,,,,,,,,2,2024-12-23 14:11:28,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",1150200,,0
214,NCC0174,1,,CÔNG TY TNHH TM NGÔ HOÀNG,,,,,,,,,,,,,,,0316458371,,,38,2024-12-24 10:59:34,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",113100000.6,,0
217,NCC0175,1,,Công ty TNHH Thương Mại Sản Xuất Cơ Khí Hoàng My,,,,,,,,,,,,,,,,,,2,2024-12-24 13:47:09,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",48492000,,0
220,NCC0176,1,,ĐỊA ĐIỂM KINH DOANH CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ KỸ THUẬT DIỆU PHÚC - CỬA HÀNG CELLPHONES,,,,,,,,,,,,,,,0316172372-002,,,38,2024-12-24 14:32:10,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",4490000,,0
223,NCC0177,1,,CÔNG TY TNHH DECORNOW,,,,,,,,,0328889398,,,,,,0317210408,,,38,2024-12-24 16:17:02,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",6215000,,0
226,NCC0178,1,,CÔNG TY CỔ PHẦN CÔNG NGHỆ MAXBUY VIỆT NAM,,,,,,,,,0912618022,,,,,,0105011993,,,38,2024-12-26 11:59:49,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",2750000,,0
229,NCC0179,1,,CÔNG TY TNHH ĐỒNG SƠN,,,,,,,,,,,Đường số 9 Khu CN Nhơn Trạch II,,,,3700626207,,,2,2024-12-27 11:16:51,2,,,,"[{""bank_number"":"""",""bank_title"":""""}]",1019499586.0799999,,0
231,NCC0180,1,,CÔNG TY TNHH SX TM DV QUẢNG CÁO THI ĐẠI PHÁT,,,,,,,,,,,,,,,0317185007,,,38,2025-01-02 13:35:55,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",37314000,,0
234,NCC0181,1,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC NAVITECH,,,,,,,,,0911494208,nguyen@navitech.co,"229/48 Tây Thạnh, Phường Tây Thạnh, Thành phố Hồ Chí Minh, Việt Nam",,,,0310730359,,,38,2025-01-03 14:16:29,38,,,,"[{""bank_number"":""68788386"",""bank_title"":""33""}]",8762250,,0
236,NCC0182,1,,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI ĐẦU TƯ THẾ GIỚI MỚI,,,,,,,,,0933900989,,,,,,0310598397,,,38,2025-01-03 17:59:27,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",1005000,,0
238,NCC0183,1,,CÔNG TY TNHH HẠNH TECH,,,,,,,,,0909083420,,,,,,0318274531,,,38,2025-01-04 11:58:28,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
240,NCC0184,1,,CÔNG TY TNHH VÕNG DUY PHƯƠNG (BIOCARE CENTER),,,,,,,,,,,,,,,1101877215,,,38,2025-01-06 09:17:24,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",24750000,,0
242,NCC0185,1,,CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ HOÀNG QUÂN,,,,,,,,,0938847070,,,,,,0313946740,,,38,2025-01-08 15:00:58,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",2190000,,0
244,NCC0186,1,,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ SƠN BĂNG,,,,,,,,,0976101851,,,,,,0309264223,,,38,2025-01-08 15:09:32,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",26836160,,0
246,NCC0187,1,,CHI NHÁNH CÔNG TY TNHH CAO PHONG TẠI LINH TRUNG - SIÊU THỊ ĐIỆN MÁY NỘI THẤT CHỢ LỚN,,,,,,,,,,,,,,,0302309845-067,,,38,2025-01-08 15:14:02,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
248,NCC0188,1,,CÔNG TY TNHH CÔNG NGHỆ HOTGEAR,,,,,,,,,0946700006,,,,,,0315782008,,,38,2025-01-15 14:37:36,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
252,NCC0189,1,,CÔNG TY TNHH DỊCH VỤ VẬN TẢI PHƯƠNG NGÂN,,,,"654,655,1389",,,,,0982100858,,,,,,0312252700,,,38,2025-01-20 15:04:28,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",250020000,,0
255,NCC0190,0,,Kho Giá Sỉ,,,,,,,,,0896471753,,,,,,,,,38,2025-01-22 11:30:10,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",3740000,,0
258,NCC0191,0,,Nhà cung cấp lẻ,,,,,,,,,,,,,,,,,,38,2025-01-23 14:10:31,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",1200000,,0
261,NCC0192,0,,Thầy An Nhiên,,,,,,,,,,,,,,,,,,38,2025-02-04 15:35:25,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",226222202,,0
264,NCC0193,1,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HIẾU AN,,,,,,,,,,,,,,,0316545747,,,38,2025-02-05 16:08:20,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",99522000,,0
267,NCC0194,1,,CÔNG TY TNHH SẢN XUẤT VÀ PHÁT TRIỂN THƯƠNG MẠI XUẤT NHẬP KHẨU VŨ GIA,,,,,,,,,,,,,,,0315366953,,,38,2025-02-06 14:31:40,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",814250690.9499998,,0
270,NCC0195,0,,Nhạc Hiếu (nhạc Bắc) - HCM - Nguyễn Viết Thuyết,,,,,,,,,,,,,,,,,,38,2025-02-07 16:48:07,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",79777773,,0
273,NCC0196,1,,CÔNG TY TNHH SẢN XUẤT DỊCH VỤ TRUYỀN THÔNG TRỌNG KIỂM (QP-CP Khánh Lê),,,,,,,,,,,,,,,0315840242,,,38,2025-02-08 10:41:48,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",65880000,,0
276,NCC0197,1,,CÔNG TY TNHH TỔ CHỨC SỰ KIỆN SO EVENTS,,,,,,,,,,,,,,,0318495724,,,38,2025-02-10 09:57:27,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",88560000,,0
279,NCC0198,0,,LÊ QUỐC CƯỜNG,,,,,,,,,,,,,,,,,,38,2025-02-10 17:22:27,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",964257816.83,,0
282,NCC0199,1,,CÔNG TY CỔ PHẦN QUẢN LÝ VÀ VẬN HÀNH CAO ỐC KHÁNH HỘI,,,,,,,,,,,,,,,0310341786,,,38,2025-02-12 09:37:17,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",14764680,,0
285,NCC0200,1,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QB VINA ( Hoa Lan viếng - DIỆU ÁI),,,,,,,,,,,,,,,0317837686,,,38,2025-02-12 14:26:21,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",28139400,,0
288,NCC0201,1,,CÔNG TY TNHH CÔNG NGHỆ HDRADIO VIỆT NAM,,,,,,,,,0939899468,chi nhánh quận 7,,,,,0106055312,,,38,2025-02-12 15:38:23,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",1100000,,0
291,NCC0202,1,,CÔNG TY CỔ PHẦN QUÀ TẶNG VUÔNG TRÒN,,,,873,,,,,0979187030,,,,,,0318621055,,,38,2025-02-13 14:04:21,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",30000000,,0
294,NCC0203,1,,CÔNG TY TNHH GREEN LEAF TECH,,,,,,,,,02839621368,,,,,,0317602349,,,38,2025-02-17 09:29:47,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",6550000,,0
297,NCC0204,0,,Rạp bàn ghế - Cô Nguyệt,,,,,,,,,,,,,,,,,,38,2025-02-17 16:48:06,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",7900000,,0
300,NCC0205,1,,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ ANH PHÚ THỊNH (TRẦN HẠNH),,,,,,,,,,,,,,,3703283452,,,38,2025-02-17 17:04:11,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",5616000,,0
303,NCC0206,1,,CÔNG TY TNHH DỊCH VỤ VẬN TẢI LIÊN MINH SÀI GÒN,,,,,,,,,,,,,,,0312195467,,,38,2025-02-18 11:40:08,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",15876000,,0
306,NCC0207,1,,CÔNG TY CỔ PHẦN NAM DƯƠNG THỊNH,,,,,,,,,0395399909,,,,,,0314895009,,,38,2025-02-19 15:57:55,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",10472000.21,,0
309,NCC0208,1,,CÔNG TY CỔ PHẦN  CHIẾU SÁNG TRẦN PHÚ,,,,,,,,,0968032238,,,,,,0107779621,,,38,2025-02-19 16:11:28,38,,,,"[{""bank_number"":""5599995659999"",""bank_title"":""33""}]",17351000,,0
312,NCC0209,0,,Kèn tây - Ánh Dương (Lê Hoàng Minh Nhật),,,,,,,,,,,,,,,,,,38,2025-02-20 14:12:18,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",2240000,,0
315,NCC0210,1,,CÔNG TY TNHH DỊCH VỤ VẬN TẢI HÀNH KHÁCH LÂM GIA BẢO (XE KHÁCH BÌNH MINH),,,,,,,,,,,,,,,0318345126,,,38,2025-02-20 14:19:08,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",561444002.38,,0
318,NCC0211,1,,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG CHÁNH PHÚ HÒA (Hoa Viên Bình Dương),,,,,,,,,,,,,,,3700697127,,,38,2025-02-21 09:57:37,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",26800000,,0
321,NCC0212,0,,Nhạc Hiếu (nhạc Nam) - HCM - Anh Sáu,,,,,,,,,,,,,,,,,,38,2025-02-21 10:20:44,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",79033331,,0
327,NCC0214,1,,CÔNG TY TNHH LONG KHÊ (Lò Thiêu - Gò Đen),,,,,,,,,,,,,,,1100592834,,,38,2025-02-21 11:08:13,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",3520000,,0
330,NCC0215,1,,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ THIỆN DUYÊN,,,,,,,,,,,,,,,0312585717,,,38,2025-02-21 11:15:47,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",8154000,,0
333,NCC0216,1,,CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ VẬN CHUYỂN 115 NHÂN TÂM (XE WECARE),,,,,,,,,,,,,,,4300835409,,,38,2025-02-21 11:21:22,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",181827500,,0
336,NCC0217,1,,CÔNG TY TNHH GIẢI PHÁP AN NINH VÕ LÂM VỊNH XUÂN - SERIOUS SECURITY SOLUTIONS LIMITED,,,,,,,,,,,,,,,0318445089,,,38,2025-02-21 16:59:19,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",51880840,,0
339,NCC0218,0,,Di ảnh - Chấn Minh,,,,,,,,,,,,,,,,,,38,2025-02-26 11:36:03,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",50000,,0
340,NCC0219,0,,Hũ/ Quách - Anh Sa,,,,,,,,,,,,,,,,,,38,2025-02-26 11:48:51,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",18672000,,0
341,NCC0220,0,,"Kèn Tây - Củ Chi, Bình Chánh - Anh Kim",,,,,,,,,,,,,,,,,,38,2025-02-26 14:12:41,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",2500000,,0
342,NCC0221,0,,Đá Khô - Chú Chín,,,,,,,,,,,,,,,,,,38,2025-02-26 14:35:33,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",61700000,,0
344,NCC0222,0,,"Rạp, bàn ghế - Quận 12 - Anh Tiến",,,,,,,,,,,,,,,,,,38,2025-02-27 10:53:07,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",4680000,,0
346,NCC0223,1,,HỘ KINH DOANH YẾN BÌNH MINH (Vạn Phúc),,,,,,,,,,,,,,,3600954211,,,38,2025-02-27 16:12:50,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",294300001.03999996,,0
348,NCC0224,0,,XE RỒNG/XE PHẬT - XUÂN TRƯỜNG,,,,,,,,,,,,,,,,,,38,2025-03-03 15:53:15,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",991466524,,0
351,NCC0225,1,,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ HOA TƯƠI PHƯƠNG VŨ (HOA MẪN ĐẠT),,,,,,,,,,,,,,,0318237850,,,38,2025-03-04 17:55:17,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",595393200,,0
354,NCC0226,0,,"Rạp, bàn ghế - Nguyễn Tiến Đạt",,,,,,,,,,,,,,,,,,38,2025-03-06 12:16:24,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",341744236.1,,0
357,NCC0227,1,,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ VẬN THỊNH (Xe Cứu Thương Đà Lạt),,,,,,,,,,,,,,,5800452692,,,38,2025-03-06 13:58:32,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",4500000,,0
358,NCC0228,0,,Áo sơ mi đen size lớn - ÂN NGUYỄN,,,,,,,,,0899979757,,,,,,,,,38,2025-03-07 09:26:21,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",1430000,,0
361,NCC0229,0,,Tiêm Focmol - ANH MINH,,,,,,,,,,,,,,,,,,38,2025-03-07 16:59:47,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",16000000,,0
364,NCC0230,1,,CÔNG TY TNHH XCOM,,,,,,,,,0763600666,,,,,,0315377786,,,38,2025-03-11 11:14:24,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",104868000,,0
367,NCC0231,0,,Tô Hoa Xuyên - Nến Điện,,,,,,,,,0932139904,,,,,,,,,38,2025-03-12 14:57:30,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",6000000.02,,0
368,NCC0232,0,,Thanh Gỗ Tròn,,,,,,,,,0942493936,,,,,,,,,38,2025-03-13 12:01:38,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
371,NCC0233,0,,Kèn Tây - Vũng Tàu (Anh Hòa),,,,,,,,,,,,,,,,,,38,2025-03-17 10:35:07,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",4400000,,0
374,NCC0234,0,,Nhạc hiếu - Đồng Nai (anh Dũng),,,,,,,,,,,,,,,,,,38,2025-03-17 11:49:18,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",10800000,,0
377,NCC0235,0,,"Kèn Tây - Biên Hòa, Đồng Nai (Anh Dũng)",,,,,,,,,,,,,,,,,,38,2025-03-17 15:49:48,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",322222190,,0
383,NCC0236,1,,CÔNG TY TNHH  XUẤT NHẬP KHẨU CƯỜNG THỊNH (Thảm Bali - TuMin Shop - Facebook),,,,,,,,,,,,,,,0500553299,,,38,2025-03-18 09:54:33,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",25272000,,0
386,NCC0238,1,,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TÂM THÀNH LỘC (Xe Khách - Vũng Tàu),,,,,,,,,,,,,,,3502272186,,,38,2025-03-18 10:10:35,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",2376000,,0
389,NCC0239,1,,CÔNG TY TNHH THƯƠNG MẠI DU LỊCH SÀI GÒN VIỆT (Trại Hòm - Vũng Tàu),,,,,,,,,,,,,,,0309529871,,,38,2025-03-18 10:14:41,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",16068888,,0
392,NCC0240,1,,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ KING HOUSE,,,,,,,,,0917777987,,,,,,0316816210 ,,,38,2025-03-18 11:27:43,38,,,,"[{""bank_number"":""65656789"",""bank_title"":""26""}]",19790002,,0
395,NCC0241,1,,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VÀ DỊCH VỤ HOÀNG ĐỨC HẢI,,,,,,,,,0931065519,,,,,,0310676101,,,38,2025-03-18 11:35:12,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",21600000.65,,0
398,NCC0242,1,,CÔNG TY TNHH PEACE HOUSE VŨNG TÀU,,,,,,,,,,,,,,,3502524588,,,38,2025-03-19 09:33:01,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",1200000,,0
401,NCC0243,1,,CÔNG TY TNHH THƯƠNG MẠI AKIRA,,,,,,,,,,,,,,,0107626914,,,38,2025-03-20 10:12:44,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
404,NCC0244,1,,CÔNG TY TNHH TM DV LÝ GIA THÀNH (Xe khách Đồng Nai cty Bảo Bảo Gia),,,,,,,,,,,,,,,3603901754,,,38,2025-03-20 13:57:46,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",12420000,,0
407,NCC0245,1,,"CÔNG TY TNHH VNL HOLDING (Rạp, bàn ghế - Phúc Du)",,,,,,,,,,,,,,,0318039418,,,38,2025-03-20 14:25:16,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",99640800,,0
410,NCC0246,1,,CÔNG TY CỔ PHẦN MẠNG TRỰC TUYẾN META,,,,,,,,,,,,,,,0106366653,,,38,2025-03-24 10:27:16,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",8920000,,0
413,NCC0247,1,,HỢP TÁC XÃ DỊCH VỤ DU LỊCH VẬN TẢI BÌNH MINH (XE KHÁCH BÌNH MINH),,,,,,,,,,,,,,,0311625205,,,38,2025-03-26 16:21:03,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",20412000,,0
416,NCC0248,1,,CÔNG TY TNHH NCT VIỆT NHẬT,,,,,,,,,0911199116,,,,,,0317963497,,,38,2025-03-28 10:45:01,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",115676000,,0
419,NCC0249,1,,CÔNG TY TNHH THẢM CỎ NHÂN TẠO MIỀN NAM,,,,,,,,,,,,,,,0318294898,,,38,2025-04-04 14:32:22,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",8532000,,0
420,NCC0250,1,,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ ĐIỆN TỬ SƠN TÙNG,,,,,,,,,,,,,,,0303295144,,,38,2025-04-10 11:31:19,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
423,NCC0251,1,,CÔNG TY TNHH THÀNH DANH LỘC,,,,,,,,,0913119845,,,,,,0312968170,,,38,2025-04-10 16:37:12,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",28875000,,0
426,NCC0252,1,,"CHI NHÁNH HỢP TÁC XÃ THƯƠNG MẠI, VẬN TẢI VÀ DỊCH VỤ DU LỊCH SACO",,,,,,,,,,,,,,,0314473832-001,,,38,2025-04-11 10:46:22,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",12120000,,0
429,NCC0253,1,,CÔNG TY CỔ PHẦN MÔI TRƯỜNG SONADEZI (Lò Thiêu Tp.Biên Hòa),,,,,,,,,,,,,,,3600274914,,,38,2025-04-14 13:56:36,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",15100000,,0
432,NCC0254,1,,CÔNG TY TNHH NHỰA CÔNG - NÔNG NGHIỆP VĂN MINH,,,,,,,,,0337111499,,,,,,0317843168,,,38,2025-04-16 16:13:35,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
433,NCC0255,1,,CÔNG TY TNHH SẢN XUẤT - THƯƠNG MẠI - QUẢNG CÁO DÙ MINH THÀNH,,,,,,,,,,,,,,,0302289211,,,38,2025-04-17 16:36:51,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
436,NCC0256,1,,CÔNG TY TNHH MARINA TRAVEL,,,,,,,,,,,,,,,3502453104,,,38,2025-04-18 09:38:31,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",75600000,,0
439,NCC0257,1,,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DÙ HÒA HỢP,,,,,,,,,,,,,,,0317160355,,,38,2025-04-18 14:29:12,38,,,,"[{""bank_number"":"""",""bank_title"":""""}]",,,0
